track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,spotify_url
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,"https://open.spotify.com/search/Mood%20(feat.%20Iann%20Dior)%2024kgoldn,%20Iann%20Dior"
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,"https://open.spotify.com/search/What%20Else%20Can%20I%20Do?%20Stephanie%20Beatriz,%20Diane%20Guerrero"
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,https://open.spotify.com/search/DANCE%20CRIP%20Trueno
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,https://open.spotify.com/search/Miserable%20Man%20David%20Kushner
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,https://open.spotify.com/search/happier%20Olivia%20Rodrigo
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,https://open.spotify.com/search/Praise%20God%20Kanye%20West
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,https://open.spotify.com/search/Get%20Into%20It%20(Yuh)%20Doja%20Cat
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,https://open.spotify.com/search/Before%20You%20Go%20Lewis%20Capaldi
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,https://open.spotify.com/search/Sky%20Playboi%20Carti
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,https://open.spotify.com/search/Rolling%20in%20the%20Deep%20Adele
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,https://open.spotify.com/search/Sobrio%20Maluma
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,"https://open.spotify.com/search/Peru%20Ed%20Sheeran,%20Fireboy%20DML"
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,https://open.spotify.com/search/favorite%20crime%20Olivia%20Rodrigo
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,"https://open.spotify.com/search/Thunder%20Prezioso,%20Gabry%20Ponte,%20LUM!X"
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,https://open.spotify.com/search/The%20Business%20Tiï¿½ï¿
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,https://open.spotify.com/search/positions%20Ariana%20Grande
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,https://open.spotify.com/search/I%20WANNA%20BE%20YOUR%20SLAVE%20Mï¿½ï¿½ne
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,"https://open.spotify.com/search/Vai%20Lï¿½ï¿½%20Em%20Casa%20%20Marï¿½ï¿½lia%20Mendonï¿½ï¿½a,%20George%20Henrique%20&"
The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,https://open.spotify.com/search/The%20Feels%20TWICE
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,https://open.spotify.com/search/HEARTBREAK%20ANNIVERSARY%20Giveon
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,"https://open.spotify.com/search/No%20Lie%20Sean%20Paul,%20Dua%20Lipa"
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,"https://open.spotify.com/search/OUT%20OUT%20(feat.%20Charli%20XCX%20&%20Saweetie)%20Charli%20XCX,%20Jax%20Jones,%20Joel%20Corry,%20Saweetie"
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,https://open.spotify.com/search/Pope%20Is%20a%20Rockstar%20SALES
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,https://open.spotify.com/search/2055%20Sleepy%20hallow
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,https://open.spotify.com/search/Bored%20Billie%20Eilish
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,https://open.spotify.com/search/Happier%20Than%20Ever%20-%20Edit%20Billie%20Eilish
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,https://open.spotify.com/search/Astronaut%20In%20The%20Ocean%20Masked%20Wolf
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,"https://open.spotify.com/search/Ley%20Seca%20Anuel%20Aa,%20Jhay%20Cortez"
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,https://open.spotify.com/search/Every%20Summertime%20NIKI
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,https://open.spotify.com/search/Talking%20To%20The%20Moon%20Bruno%20Mars
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,https://open.spotify.com/search/you%20broke%20me%20first%20Tate%20McRae
The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,https://open.spotify.com/search/The%20Nights%20Avicii
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,https://open.spotify.com/search/Take%20My%20Breath%20The%20Weeknd
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,"https://open.spotify.com/search/Way%202%20Sexy%20(with%20Future%20&%20Young%20Thug)%20Drake,%20Future,%20Young%20Thug"
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,https://open.spotify.com/search/Cï¿½ï¿½%20Rauw%20Alejandro
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,"https://open.spotify.com/search/Enemy%20-%20from%20the%20series%20Arcane%20League%20of%20Legends%20Imagine%20Dragons,%20League%20of%20Legends,%20Arcane"
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,https://open.spotify.com/search/Dance%20Monkey%20Tones%20and%20I
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,https://open.spotify.com/search/Lucid%20Dreams%20Juice%20WRLD
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,"https://open.spotify.com/search/Quï¿½ï¿½%20Mï¿½ï¿%20J%20Balvin,%20Maria%20Becerra"
All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,https://open.spotify.com/search/All%20of%20Me%20John%20Legend
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,https://open.spotify.com/search/Smells%20Like%20Teen%20Spirit%20-%20Remastered%202021%20Nirvana
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,https://open.spotify.com/search/Arcade%20Duncan%20Laurence
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,"https://open.spotify.com/search/Fair%20Trade%20(with%20Travis%20Scott)%20Drake,%20Travis%20Scott"
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,"https://open.spotify.com/search/Bar%20Tini,%20L-Gante"
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,https://open.spotify.com/search/The%20Rumbling%20(TV%20Size)%20SiM
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,"https://open.spotify.com/search/family%20ties%20(with%20Kendrick%20Lamar)%20Kendrick%20Lamar,%20Baby%20Keem"
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,https://open.spotify.com/search/Mr.%20Brightside%20The%20Killers
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6,https://open.spotify.com/search/Blessed-Cursed%20ENHYPEN
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,"https://open.spotify.com/search/AM%20Remix%20J%20Balvin,%20Nio%20Garcia,%20Bad%20Bunny"
Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,https://open.spotify.com/search/Streets%20Doja%20Cat
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,"https://open.spotify.com/search/Shallow%20Lady%20Gaga,%20Bradley%20Cooper"
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,https://open.spotify.com/search/Polaroid%20Love%20ENHYPEN
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,"https://open.spotify.com/search/Leave%20Before%20You%20Love%20Me%20(with%20Jonas%20Brothers)%20Marshmello,%20Jonas%20Brothers"
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,https://open.spotify.com/search/Permission%20to%20Dance%20BTS
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,"https://open.spotify.com/search/Friday%20(feat.%20Mufasa%20&%20Hypeman)%20-%20Dopamine%20Re-Edit%20Riton,%20Nightcrawlers,%20Mufasa%20&%20Hypeman,%20Dopamine"
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,https://open.spotify.com/search/RAPSTAR%20Polo%20G
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,"https://open.spotify.com/search/'Till%20I%20Collapse%20Eminem,%20Nate%20Dogg"
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,https://open.spotify.com/search/Memories%20Maroon%205
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,"https://open.spotify.com/search/Se%20Le%20Ve%20Arcangel,%20De%20La%20Ghetto,%20Justin%20Quiles,%20Lenny%20Tavï¿½ï¿½rez,%20Sech,%20Dalex,%20Dimelo%20Flow,%20Rich%20Music"
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28,"https://open.spotify.com/search/25k%20jacket%20(feat.%20Lil%20Baby)%20Gunna,%20Lil%20Baby"
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3,"https://open.spotify.com/search/When%20Iï¿½ï¿½ï¿½m%20Gone%20(with%20Katy%20%20Katy%20Perry,%20Alesso"
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,"https://open.spotify.com/search/Esqueï¿½ï¿½a-Me%20Se%20For%20C%20Marï¿½ï¿½lia%20Mendonï¿½ï¿½a,%20Maiara%20&"
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,"https://open.spotify.com/search/Miï¿½ï¿½n%20Tini,%20Maria%20Becerra"
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,"https://open.spotify.com/search/Sï¿½ï¿½%20Anuel%20Aa,%20Myke%20Towers,%20Jhay%20Cortez"
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,"https://open.spotify.com/search/MAMIII%20Karol%20G,%20Becky%20G"
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,"https://open.spotify.com/search/Still%20D.R.E.%20Dr.%20Dre,%20Snoop%20Dogg"
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,https://open.spotify.com/search/Stay%20Alive%20(Prod.%20SUGA%20of%20BTS)%20Jung%20Kook
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,https://open.spotify.com/search/Boyfriend%20Dove%20Cameron
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379,46,1,34,0,0,134,,Major,53,31,31,92,0,28,3,"https://open.spotify.com/search/The%20Joker%20And%20The%20Queen%20(feat.%20Taylor%20Swift)%20Ed%20Sheeran,%20Taylor%20Swift"
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,"https://open.spotify.com/search/The%20Next%20Episode%20Dr.%20Dre,%20Snoop%20Dogg"
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,https://open.spotify.com/search/Light%20Switch%20Charlie%20Puth
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,"https://open.spotify.com/search/City%20of%20Gods%20Kanye%20West,%20Alicia%20Keys,%20Fivio%20Foreign"
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3,"https://open.spotify.com/search/Brividi%20Mahmood,%20Blanco"
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,https://open.spotify.com/search/Lost%20Frank%20Ocean
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,https://open.spotify.com/search/In%20Da%20Club%2050%20Cent
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,https://open.spotify.com/search/she's%20all%20i%20wanna%20be%20Tate%20McRae
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,https://open.spotify.com/search/Ginseng%20Strip%202002%20Yung%20Lean
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,"https://open.spotify.com/search/All%20For%20Us%20-%20from%20the%20HBO%20Original%20Series%20Euphoria%20Labrinth,%20Zendaya"
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,https://open.spotify.com/search/Notion%20The%20Rare%20Occasions
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,https://open.spotify.com/search/Formula%20Labrinth
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22,https://open.spotify.com/search/Mount%20Everest%20Labrinth
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,"https://open.spotify.com/search/Excuses%20Intense,%20AP%20Dhillon,%20Gurinder%20Gill"
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,https://open.spotify.com/search/Cigarettes%20Juice%20WRLD
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,"https://open.spotify.com/search/Cayï¿½ï¿½%20La%20Noche%20(feat.%20Cruz%20Cafunï¿½ï¿½,%20Abhir%20Hathi,%20Bejo,%20EL%20IMA)%20Quevedo,%20La%20Pantera,%20Juseph,%20Cruz%20Cafunï¿½ï¿½,%20Bï¿½ï¿½jo,%20Abhir%20Hathi"
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4,"https://open.spotify.com/search/California%20Love%20-%20Original%20Version%20(Explicit)%20Dr.%20Dre,%202Pac,%20Roger"
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8,"https://open.spotify.com/search/Forgot%20About%20Dre%20Eminem,%20Dr.%20Dre"
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,"https://open.spotify.com/search/Down%20Under%20(feat.%20Colin%20Hay)%20Luude,%20Colin%20Hay"
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,https://open.spotify.com/search/Mujeriego%20Ryan%20Castro
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,https://open.spotify.com/search/HUMBLE.%20Kendrick%20Lamar
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,83,63,"4,180",0,0,80,F#,Minor,78,53,74,4,0,45,21,"https://open.spotify.com/search/Stan%20Eminem,%20Dido"
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34,"https://open.spotify.com/search/Contection%20GODZZ__-,%20Zakaria"
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4,https://open.spotify.com/search/Swim%20Chase%20Atlantic
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6,https://open.spotify.com/search/A%20Tu%20Merced%20Bad%20Bunny
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,https://open.spotify.com/search/Numb%20Little%20Bug%20Em%20Beihold
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7,"https://open.spotify.com/search/212%20Mainstreet,%20Chefin"
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,"https://open.spotify.com/search/Problemï¿½%20Alvaro%20Diaz,%20Rauw%20Alejandro"
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5,"https://open.spotify.com/search/Bussin%20Nicki%20Minaj,%20Lil%20Baby"
Worst Day,Future,1,2022,2,11,910,0,50746620,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40,https://open.spotify.com/search/Worst%20Day%20Future
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5,https://open.spotify.com/search/Malvada%20Zï¿½ï¿½%20Fe
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18,https://open.spotify.com/search/Hrs%20and%20Hrs%20Muni%20Long
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3,https://open.spotify.com/search/Alien%20Blues%20Vundabar
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,https://open.spotify.com/search/Thinking%20Out%20Loud%20Ed%20Sheeran
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12,https://open.spotify.com/search/Still%20Don't%20Know%20My%20Name%20Labrinth
Christmas Tree,V,1,2021,12,24,509,9,317622165,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4,https://open.spotify.com/search/Christmas%20Tree%20V
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2,291709698,35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7,"https://open.spotify.com/search/Mal%20Feito%20-%20Ao%20Vivo%20Marï¿½ï¿½lia%20Mendonï¿½ï¿½a,%20Hugo%20&%20G"
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21,https://open.spotify.com/search/When%20I%20R.I.P.%20Labrinth
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40,"https://open.spotify.com/search/Do%20We%20Have%20A%20Problem?%20Nicki%20Minaj,%20Lil%20Baby"
Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,https://open.spotify.com/search/Forever%20Labrinth
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24,"https://open.spotify.com/search/Gospel%20(with%20Eminem)%20Eminem,%20Dr.%20Dre"
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3,"https://open.spotify.com/search/Seï¿½ï¿½o%20Shawn%20Mendes,%20Camila%20Cabello"
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,"https://open.spotify.com/search/NEW%20MAGIC%20WAND%20Tyler,%20The%20Creator"
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,https://open.spotify.com/search/Adore%20You%20Harry%20Styles
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5,"https://open.spotify.com/search/La%20Santa%20Daddy%20Yankee,%20Bad%20Bunny"
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,45,27,"1,197",0,43,106,G#,Major,44,8,20,74,42,11,3,https://open.spotify.com/search/Something%20In%20The%20Way%20-%20Remastered%202021%20Nirvana
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22,"https://open.spotify.com/search/Sweetest%20Pie%20Dua%20Lipa,%20Megan%20Thee%20Stallion"
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4,"https://open.spotify.com/search/Bam%20Bam%20(feat.%20Ed%20Sheeran)%20Camila%20Cabello,%20Ed%20Sheeran"
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8,https://open.spotify.com/search/Una%20Noche%20en%20Medellï¿½%20Cris%20Mj
Envolver,Anitta,1,2021,11,11,4673,2,546191065,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8,https://open.spotify.com/search/Envolver%20Anitta
Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28,https://open.spotify.com/search/Starlight%20Dave
